memAlpha,memBeta,vizAlpha,vizBeta,memory,vision,DV,timestep,trialDelay
9,7,1,1,-1.63531861238512,0,-1.63531861238512,105,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,106,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,107,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,108,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,109,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,110,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,111,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,112,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,113,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,114,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,115,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,116,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,117,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,118,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,119,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,120,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,121,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,122,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,123,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,124,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,125,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,126,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,127,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,128,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,129,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,130,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,131,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,132,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,133,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,134,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,135,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,136,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,137,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,138,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,139,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,140,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,141,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,142,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,143,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,144,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,145,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,146,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,147,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,148,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,149,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,150,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,151,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,152,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,153,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,154,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,155,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,156,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,157,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,158,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,159,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,160,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,161,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,162,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,163,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,164,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,165,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,166,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,167,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,168,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,169,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,170,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,171,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,172,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,173,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,174,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,175,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,176,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,177,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,178,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,179,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,180,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,181,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,182,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,183,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,184,405
16,10,1,1,0.547425888619575,0,0.547425888619575,185,405
16,10,1,1,0.547425888619575,0,0.547425888619575,186,405
16,10,1,1,0.547425888619575,0,0.547425888619575,187,405
16,10,1,1,0.547425888619575,0,0.547425888619575,188,405
16,10,1,1,0.547425888619575,0,0.547425888619575,189,405
16,10,1,1,0.547425888619575,0,0.547425888619575,190,405
16,10,1,1,0.547425888619575,0,0.547425888619575,191,405
16,10,1,1,0.547425888619575,0,0.547425888619575,192,405
17,10,1,1,1.64876641383045,0,1.64876641383045,193,405
17,10,1,1,1.64876641383045,0,1.64876641383045,194,405
17,10,1,1,1.64876641383045,0,1.64876641383045,195,405
17,10,1,1,1.64876641383045,0,1.64876641383045,196,405
17,10,1,1,1.64876641383045,0,1.64876641383045,197,405
17,10,1,1,1.64876641383045,0,1.64876641383045,198,405
17,10,1,1,1.64876641383045,0,1.64876641383045,199,405
17,10,1,1,1.64876641383045,0,1.64876641383045,200,405
17,11,1,1,0.60553169270096,0,0.60553169270096,201,405
17,11,1,1,0.60553169270096,0,0.60553169270096,202,405
17,11,1,1,0.60553169270096,0,0.60553169270096,203,405
17,11,1,1,0.60553169270096,0,0.60553169270096,204,405
17,11,1,1,0.60553169270096,0,0.60553169270096,205,405
17,11,1,1,0.60553169270096,0,0.60553169270096,206,405
17,11,1,1,0.60553169270096,0,0.60553169270096,207,405
17,11,1,1,0.60553169270096,0,0.60553169270096,208,405
18,11,1,1,1.70658751564747,0,1.70658751564747,209,405
18,11,1,1,1.70658751564747,0,1.70658751564747,210,405
18,11,1,1,1.70658751564747,0,1.70658751564747,211,405
18,11,1,1,1.70658751564747,0,1.70658751564747,212,405
18,11,1,1,1.70658751564747,0,1.70658751564747,213,405
18,11,1,1,1.70658751564747,0,1.70658751564747,214,405
18,11,1,1,1.70658751564747,0,1.70658751564747,215,405
18,11,1,1,1.70658751564747,0,1.70658751564747,216,405
19,11,1,1,2.4156803533193,0,2.4156803533193,217,405
19,11,1,1,2.4156803533193,0,2.4156803533193,218,405
19,11,1,1,2.4156803533193,0,2.4156803533193,219,405
19,11,1,1,2.4156803533193,0,2.4156803533193,220,405
19,11,1,1,2.4156803533193,0,2.4156803533193,221,405
19,11,1,1,2.4156803533193,0,2.4156803533193,222,405
19,11,1,1,2.4156803533193,0,2.4156803533193,223,405
19,11,1,1,2.4156803533193,0,2.4156803533193,224,405
20,11,1,1,3.56050984618782,0,3.56050984618782,225,405
20,11,1,1,3.56050984618782,0,3.56050984618782,226,405
20,11,1,1,3.56050984618782,0,3.56050984618782,227,405
20,11,1,1,3.56050984618782,0,3.56050984618782,228,405
20,11,1,1,3.56050984618782,0,3.56050984618782,229,405
20,11,1,1,3.56050984618782,0,3.56050984618782,230,405
20,11,1,1,3.56050984618782,0,3.56050984618782,231,405
20,11,1,1,3.56050984618782,0,3.56050984618782,232,405
20,12,1,1,2.40976027364952,0,2.40976027364952,233,405
20,12,1,1,2.40976027364952,0,2.40976027364952,234,405
20,12,1,1,2.40976027364952,0,2.40976027364952,235,405
20,12,1,1,2.40976027364952,0,2.40976027364952,236,405
20,12,1,1,2.40976027364952,0,2.40976027364952,237,405
20,12,1,1,2.40976027364952,0,2.40976027364952,238,405
20,12,1,1,2.40976027364952,0,2.40976027364952,239,405
20,12,1,1,2.40976027364952,0,2.40976027364952,240,405
20,13,1,1,1.88218414136994,0,1.88218414136994,241,405
20,13,1,1,1.88218414136994,0,1.88218414136994,242,405
20,13,1,1,1.88218414136994,0,1.88218414136994,243,405
20,13,1,1,1.88218414136994,0,1.88218414136994,244,405
20,13,1,1,1.88218414136994,0,1.88218414136994,245,405
20,13,1,1,1.88218414136994,0,1.88218414136994,246,405
20,13,1,1,1.88218414136994,0,1.88218414136994,247,405
20,13,1,1,1.88218414136994,0,1.88218414136994,248,405
21,13,1,1,2.20442346786548,0,2.20442346786548,249,405
21,13,1,1,2.20442346786548,0,2.20442346786548,250,405
21,13,1,1,2.20442346786548,0,2.20442346786548,251,405
21,13,1,1,2.20442346786548,0,2.20442346786548,252,405
21,13,1,1,2.20442346786548,0,2.20442346786548,253,405
21,13,1,1,2.20442346786548,0,2.20442346786548,254,405
21,13,1,1,2.20442346786548,0,2.20442346786548,255,405
21,13,1,1,2.20442346786548,0,2.20442346786548,256,405
22,13,1,1,3.17462738917912,0,3.17462738917912,257,405
22,13,1,1,3.17462738917912,0,3.17462738917912,258,405
22,13,1,1,3.17462738917912,0,3.17462738917912,259,405
22,13,1,1,3.17462738917912,0,3.17462738917912,260,405
22,13,1,1,3.17462738917912,0,3.17462738917912,261,405
22,13,1,1,3.17462738917912,0,3.17462738917912,262,405
22,13,1,1,3.17462738917912,0,3.17462738917912,263,405
22,13,1,1,3.17462738917912,0,3.17462738917912,264,405
22,14,1,1,2.21496147699208,0,2.21496147699208,265,405
22,14,1,1,2.21496147699208,0,2.21496147699208,266,405
22,14,1,1,2.21496147699208,0,2.21496147699208,267,405
22,14,1,1,2.21496147699208,0,2.21496147699208,268,405
22,14,1,1,2.21496147699208,0,2.21496147699208,269,405
22,14,1,1,2.21496147699208,0,2.21496147699208,270,405
22,14,1,1,2.21496147699208,0,2.21496147699208,271,405
22,14,1,1,2.21496147699208,0,2.21496147699208,272,405
22,15,1,1,2.1725287911202,0,2.1725287911202,273,405
22,15,1,1,2.1725287911202,0,2.1725287911202,274,405
22,15,1,1,2.1725287911202,0,2.1725287911202,275,405
22,15,1,1,2.1725287911202,0,2.1725287911202,276,405
22,15,1,1,2.1725287911202,0,2.1725287911202,277,405
22,15,1,1,2.1725287911202,0,2.1725287911202,278,405
22,15,1,1,2.1725287911202,0,2.1725287911202,279,405
22,15,1,1,2.1725287911202,0,2.1725287911202,280,405
22,16,1,1,1.96579895125701,0,1.96579895125701,281,405
22,16,1,1,1.96579895125701,0,1.96579895125701,282,405
22,16,1,1,1.96579895125701,0,1.96579895125701,283,405
22,16,1,1,1.96579895125701,0,1.96579895125701,284,405
22,16,1,1,1.96579895125701,0,1.96579895125701,285,405
22,16,1,1,1.96579895125701,0,1.96579895125701,286,405
22,16,1,1,1.96579895125701,0,1.96579895125701,287,405
22,16,1,1,1.96579895125701,0,1.96579895125701,288,405
23,16,1,1,2.44657960650814,0,2.44657960650814,289,405
23,16,1,1,2.44657960650814,0,2.44657960650814,290,405
23,16,1,1,2.44657960650814,0,2.44657960650814,291,405
23,16,1,1,2.44657960650814,0,2.44657960650814,292,405
23,16,1,1,2.44657960650814,0,2.44657960650814,293,405
23,16,1,1,2.44657960650814,0,2.44657960650814,294,405
23,16,1,1,2.44657960650814,0,2.44657960650814,295,405
23,16,1,1,2.44657960650814,0,2.44657960650814,296,405
24,16,1,1,3.70264026566928,0,3.70264026566928,297,405
24,16,1,1,3.70264026566928,0,3.70264026566928,298,405
24,16,1,1,3.70264026566928,0,3.70264026566928,299,405
24,16,1,1,3.70264026566928,0,3.70264026566928,300,405
24,16,1,1,3.70264026566928,0,3.70264026566928,301,405
24,16,1,1,3.70264026566928,0,3.70264026566928,302,405
24,16,1,1,3.70264026566928,0,3.70264026566928,303,405
24,16,1,1,3.70264026566928,0,3.70264026566928,304,405
24,17,1,1,3.3177581185589,0,3.3177581185589,305,405
24,17,1,1,3.3177581185589,0,3.3177581185589,306,405
24,17,1,1,3.3177581185589,0,3.3177581185589,307,405
24,17,1,1,3.3177581185589,0,3.3177581185589,308,405
24,17,1,1,3.3177581185589,0,3.3177581185589,309,405
24,17,1,1,3.3177581185589,0,3.3177581185589,310,405
24,17,1,1,3.3177581185589,0,3.3177581185589,311,405
24,17,1,1,3.3177581185589,0,3.3177581185589,312,405
25,17,1,1,3.46103909474287,0,3.46103909474287,313,405
25,17,1,1,3.46103909474287,0,3.46103909474287,314,405
25,17,1,1,3.46103909474287,0,3.46103909474287,315,405
25,17,1,1,3.46103909474287,0,3.46103909474287,316,405
25,17,1,1,3.46103909474287,0,3.46103909474287,317,405
25,17,1,1,3.46103909474287,0,3.46103909474287,318,405
25,17,1,1,3.46103909474287,0,3.46103909474287,319,405
25,17,1,1,3.46103909474287,0,3.46103909474287,320,405
26,17,1,1,3.61852167785894,0,3.61852167785894,321,405
26,17,1,1,3.61852167785894,0,3.61852167785894,322,405
26,17,1,1,3.61852167785894,0,3.61852167785894,323,405
26,17,1,1,3.61852167785894,0,3.61852167785894,324,405
26,17,1,1,3.61852167785894,0,3.61852167785894,325,405
26,17,1,1,3.61852167785894,0,3.61852167785894,326,405
26,17,1,1,3.61852167785894,0,3.61852167785894,327,405
26,17,1,1,3.61852167785894,0,3.61852167785894,328,405
27,17,1,1,3.67298761344943,0,3.67298761344943,329,405
27,17,1,1,3.67298761344943,0,3.67298761344943,330,405
27,17,1,1,3.67298761344943,0,3.67298761344943,331,405
27,17,1,1,3.67298761344943,0,3.67298761344943,332,405
27,17,1,1,3.67298761344943,0,3.67298761344943,333,405
27,17,1,1,3.67298761344943,0,3.67298761344943,334,405
27,17,1,1,3.67298761344943,0,3.67298761344943,335,405
27,17,1,1,3.67298761344943,0,3.67298761344943,336,405
28,17,1,1,4.10178558769948,0,4.10178558769948,337,405
28,17,1,1,4.10178558769948,0,4.10178558769948,338,405
28,17,1,1,4.10178558769948,0,4.10178558769948,339,405
28,17,1,1,4.10178558769948,0,4.10178558769948,340,405
28,17,1,1,4.10178558769948,0,4.10178558769948,341,405
28,17,1,1,4.10178558769948,0,4.10178558769948,342,405
28,17,1,1,4.10178558769948,0,4.10178558769948,343,405
28,17,1,1,4.10178558769948,0,4.10178558769948,344,405
29,17,1,1,4.91553700654108,0,4.91553700654108,345,405
29,17,1,1,4.91553700654108,0,4.91553700654108,346,405
29,17,1,1,4.91553700654108,0,4.91553700654108,347,405
29,17,1,1,4.91553700654108,0,4.91553700654108,348,405
29,17,1,1,4.91553700654108,0,4.91553700654108,349,405
29,17,1,1,4.91553700654108,0,4.91553700654108,350,405
29,17,1,1,4.91553700654108,0,4.91553700654108,351,405
29,17,1,1,4.91553700654108,0,4.91553700654108,352,405
30,17,1,1,5.11178021432633,0,5.11178021432633,353,405
30,17,1,1,5.11178021432633,0,5.11178021432633,354,405
30,17,1,1,5.11178021432633,0,5.11178021432633,355,405
30,17,1,1,5.11178021432633,0,5.11178021432633,356,405
30,17,1,1,5.11178021432633,0,5.11178021432633,357,405
30,17,1,1,5.11178021432633,0,5.11178021432633,358,405
30,17,1,1,5.11178021432633,0,5.11178021432633,359,405
30,17,1,1,5.11178021432633,0,5.11178021432633,360,405
31,17,1,1,5.6081881052976,0,5.6081881052976,361,405
31,17,1,1,5.6081881052976,0,5.6081881052976,362,405
31,17,1,1,5.6081881052976,0,5.6081881052976,363,405
31,17,1,1,5.6081881052976,0,5.6081881052976,364,405
31,17,1,1,5.6081881052976,0,5.6081881052976,365,405
31,17,1,1,5.6081881052976,0,5.6081881052976,366,405
31,17,1,1,5.6081881052976,0,5.6081881052976,367,405
31,17,1,1,5.6081881052976,0,5.6081881052976,368,405
31,18,1,1,4.77401506400435,0,4.77401506400435,369,405
31,18,1,1,4.77401506400435,0,4.77401506400435,370,405
31,18,1,1,4.77401506400435,0,4.77401506400435,371,405
31,18,1,1,4.77401506400435,0,4.77401506400435,372,405
31,18,1,1,4.77401506400435,0,4.77401506400435,373,405
31,18,1,1,4.77401506400435,0,4.77401506400435,374,405
31,18,1,1,4.77401506400435,0,4.77401506400435,375,405
31,18,1,1,4.77401506400435,0,4.77401506400435,376,405
32,18,1,1,5.27252069690413,0,5.27252069690413,377,405
32,18,1,1,5.27252069690413,0,5.27252069690413,378,405
32,18,1,1,5.27252069690413,0,5.27252069690413,379,405
32,18,1,1,5.27252069690413,0,5.27252069690413,380,405
32,18,1,1,5.27252069690413,0,5.27252069690413,381,405
32,18,1,1,5.27252069690413,0,5.27252069690413,382,405
32,18,1,1,5.27252069690413,0,5.27252069690413,383,405
32,18,1,1,5.27252069690413,0,5.27252069690413,384,405
33,18,1,1,5.67644435280928,0,5.67644435280928,385,405
33,18,1,1,5.67644435280928,0,5.67644435280928,386,405
33,18,1,1,5.67644435280928,0,5.67644435280928,387,405
33,18,1,1,5.67644435280928,0,5.67644435280928,388,405
33,18,1,1,5.67644435280928,0,5.67644435280928,389,405
33,18,1,1,5.67644435280928,0,5.67644435280928,390,405
33,18,1,1,5.67644435280928,0,5.67644435280928,391,405
33,18,1,1,5.67644435280928,0,5.67644435280928,392,405
33,19,1,1,5.18020232614104,0,5.18020232614104,393,405
33,19,1,1,5.18020232614104,0,5.18020232614104,394,405
33,19,1,1,5.18020232614104,0,5.18020232614104,395,405
33,19,1,1,5.18020232614104,0,5.18020232614104,396,405
33,19,1,1,5.18020232614104,0,5.18020232614104,397,405
33,19,1,1,5.18020232614104,0,5.18020232614104,398,405
33,19,1,1,5.18020232614104,0,5.18020232614104,399,405
33,19,1,1,5.18020232614104,0,5.18020232614104,400,405
34,19,1,1,5.52466993420601,0,5.52466993420601,401,405
34,19,1,1,5.52466993420601,0,5.52466993420601,402,405
34,19,1,1,5.52466993420601,0,5.52466993420601,403,405
34,19,1,1,5.52466993420601,0,5.52466993420601,404,405
34,19,1,1,5.52466993420601,0,5.52466993420601,405,405
34,19,1,2,5.52466993420601,-1.23888934881947,4.28578058538654,406,405
34,19,2,2,5.52466993420601,-1.12342360883746,4.40124632536855,407,405
34,19,3,2,5.52466993420601,-0.424687222700761,5.09998271150525,408,405
35,19,4,2,6.10754954636204,0.0462173908128974,6.15376693717494,409,405
35,19,5,2,6.10754954636204,0.923163540415812,7.03071308677785,410,405
35,19,5,3,6.10754954636204,0.517439599019218,6.62498914538126,411,405
35,19,5,4,6.10754954636204,-0.377154641745112,5.73039490461693,412,405
35,19,6,4,6.10754954636204,-0.00635893672986898,6.10119060963217,413,405
35,19,6,5,6.10754954636204,-0.261693747565889,5.84585579879615,414,405
35,19,7,5,6.10754954636204,0.472671834695889,6.58022138105793,415,405
35,19,8,5,6.10754954636204,1.31725791407587,7.42480746043791,416,405
36,19,8,6,6.3773930960246,1.19165449281347,7.56904758883807,417,405
36,19,9,6,6.3773930960246,1.82095833657668,8.19835143260127,418,405
36,19,9,7,6.3773930960246,1.05571774090274,7.43311083692734,419,405
36,19,9,8,6.3773930960246,0.319551193113097,6.69694428913769,420,405
36,19,10,8,6.3773930960246,0.66698454623541,7.04437764226001,421,405
36,19,11,8,6.3773930960246,0.688848633544614,7.06624172956921,422,405
36,19,11,9,6.3773930960246,-0.324977865541761,6.05241523048283,423,405
36,19,11,10,6.3773930960246,-1.26694811558314,5.11044498044145,424,405
37,19,11,11,6.45363570904604,-2.17666127103574,4.2769744380103,425,405
37,19,12,11,6.45363570904604,-1.69431271561045,4.7593229934356,426,405
37,19,13,11,6.45363570904604,-1.45237049635193,5.00126521269412,427,405
37,19,13,12,6.45363570904604,-2.27306183860041,4.18057387044563,428,405
37,19,14,12,6.45363570904604,-1.74024552449631,4.71339018454974,429,405
37,19,14,13,6.45363570904604,-2.01111404082037,4.44252166822567,430,405
37,19,15,13,6.45363570904604,-1.84980286279072,4.60383284625532,431,405
37,19,16,13,6.45363570904604,-1.39882717659858,5.05480853244746,432,405
38,19,16,14,7.50279732102406,-1.84277410752753,5.66002321349653,433,405
38,19,16,15,7.50279732102406,-2.99872738458762,4.50406993643644,434,405
38,19,16,16,7.50279732102406,-3.07981978495867,4.4229775360654,435,405
38,19,16,17,7.50279732102406,-3.15486269879122,4.34793462223284,436,405
38,19,17,17,7.50279732102406,-2.83590165722193,4.66689566380213,437,405
38,19,18,17,7.50279732102406,-2.79657914366542,4.70621817735864,438,405
38,19,19,17,7.50279732102406,-2.49073206796526,5.01206525305881,439,405
38,19,20,17,7.50279732102406,-1.20940022505056,6.2933970959735,440,405
39,19,21,17,7.89714404552742,-0.137006862960309,7.76013718256711,441,405
39,19,21,18,7.89714404552742,-0.156945121302873,7.74019892422455,442,405
