memAlpha,memBeta,vizAlpha,vizBeta,memory,vision,DV,timestep,memPrecision,vizPrecision,trialDelay
8,5,1,1,0.130284825969176,0,0.130284825969176,87,2.43655884525221,2.74555748170475,405
8,5,1,1,0.130284825969176,0,0.130284825969176,88,2.43655884525221,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,89,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,90,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,91,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,92,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,93,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,94,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,95,2.27280454259302,2.74555748170475,405
8,6,1,1,-0.964591081609164,0,-0.964591081609164,96,2.27280454259302,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,97,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,98,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,99,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,100,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,101,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,102,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,103,2.16474333822416,2.74555748170475,405
8,7,1,1,-1.68434230939397,0,-1.68434230939397,104,2.16474333822416,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,105,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,106,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,107,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,108,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,109,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,110,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,111,2.23332608981847,2.74555748170475,405
9,7,1,1,-1.63531861238512,0,-1.63531861238512,112,2.23332608981847,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,113,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,114,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,115,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,116,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,117,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,118,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,119,2.30784667536875,2.74555748170475,405
10,7,1,1,-1.2938054927277,0,-1.2938054927277,120,2.30784667536875,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,121,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,122,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,123,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,124,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,125,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,126,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,127,2.38671609681886,2.74555748170475,405
11,7,1,1,-0.606356982503694,0,-0.606356982503694,128,2.38671609681886,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,129,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,130,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,131,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,132,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,133,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,134,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,135,2.26811839592607,2.74555748170475,405
11,8,1,1,-1.02016085269474,0,-1.02016085269474,136,2.26811839592607,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,137,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,138,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,139,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,140,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,141,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,142,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,143,2.33605177885851,2.74555748170475,405
12,8,1,1,-0.763399233012194,0,-0.763399233012194,144,2.33605177885851,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,145,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,146,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,147,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,148,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,149,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,150,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,151,2.23741027647815,2.74555748170475,405
12,9,1,1,-1.26718041182389,0,-1.26718041182389,152,2.23741027647815,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,153,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,154,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,155,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,156,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,157,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,158,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,159,2.29697553329637,2.74555748170475,405
13,9,1,1,-0.820285092288324,0,-0.820285092288324,160,2.29697553329637,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,161,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,162,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,163,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,164,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,165,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,166,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,167,2.35896613078378,2.74555748170475,405
14,9,1,1,-0.665000058327512,0,-0.665000058327512,168,2.35896613078378,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,169,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,170,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,171,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,172,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,173,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,174,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,175,2.26594529081835,2.74555748170475,405
14,10,1,1,-0.763406793247236,0,-0.763406793247236,176,2.26594529081835,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,177,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,178,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,179,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,180,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,181,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,182,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,183,2.3210318720548,2.74555748170475,405
15,10,1,1,-0.746974257346788,0,-0.746974257346788,184,2.3210318720548,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,185,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,186,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,187,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,188,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,189,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,190,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,191,2.37784721919301,2.74555748170475,405
16,10,1,1,0.547425888619575,0,0.547425888619575,192,2.37784721919301,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,193,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,194,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,195,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,196,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,197,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,198,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,199,2.43609318437713,2.74555748170475,405
17,10,1,1,1.64876641383045,0,1.64876641383045,200,2.43609318437713,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,201,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,202,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,203,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,204,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,205,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,206,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,207,2.34128553679337,2.74555748170475,405
17,11,1,1,0.60553169270096,0,0.60553169270096,208,2.34128553679337,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,209,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,210,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,211,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,212,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,213,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,214,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,215,2.39362848660105,2.74555748170475,405
18,11,1,1,1.70658751564747,0,1.70658751564747,216,2.39362848660105,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,217,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,218,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,219,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,220,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,221,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,222,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,223,2.44706338401814,2.74555748170475,405
19,11,1,1,2.4156803533193,0,2.4156803533193,224,2.44706338401814,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,225,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,226,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,227,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,228,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,229,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,230,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,231,2.50143021237459,2.74555748170475,405
20,11,1,1,3.56050984618782,0,3.56050984618782,232,2.50143021237459,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,233,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,234,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,235,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,236,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,237,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,238,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,239,2.40699328977149,2.74555748170475,405
20,12,1,1,2.40976027364952,0,2.40976027364952,240,2.40699328977149,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,241,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,242,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,243,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,244,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,245,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,246,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,247,2.32903551850074,2.74555748170475,405
20,13,1,1,1.88218414136994,0,1.88218414136994,248,2.32903551850074,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,249,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,250,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,251,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,252,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,253,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,254,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,255,2.37334300723083,2.74555748170475,405
21,13,1,1,2.20442346786548,0,2.20442346786548,256,2.37334300723083,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,257,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,258,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,259,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,260,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,261,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,262,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,263,2.41844546691484,2.74555748170475,405
22,13,1,1,3.17462738917912,0,3.17462738917912,264,2.41844546691484,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,265,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,266,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,267,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,268,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,269,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,270,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,271,2.34470355553641,2.74555748170475,405
22,14,1,1,2.21496147699208,0,2.21496147699208,272,2.34470355553641,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,273,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,274,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,275,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,276,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,277,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,278,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,279,2.28232030899237,2.74555748170475,405
22,15,1,1,2.1725287911202,0,2.1725287911202,280,2.28232030899237,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,281,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,282,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,283,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,284,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,285,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,286,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,287,2.22915522213809,2.74555748170475,405
22,16,1,1,1.96579895125701,0,1.96579895125701,288,2.22915522213809,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,289,2.26352058784649,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,290,2.26352058784649,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,291,2.26352058784649,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,292,2.26352058784649,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,293,2.26352058784649,2.74555748170475,405
23,16,1,1,2.44657960650814,0,2.44657960650814,294,2.26352058784649,2.74555748170475,405
