subID,cue,coherence,model,parameter,fitted_value
4,0.8,0.515,"diff noise1, min drift = -1",B,12.339817
4,0.8,0.53,"diff noise1, min drift = -1",n1_cong,1.043846
4,0.8,0.53,"diff noise1, min drift = -1",n1_incong,1.478364
4,0.8,0.53,"diff noise1, min drift = -1",s1_cong,1.42138
4,0.8,0.53,"diff noise1, min drift = -1",s1_incong,1.326143
4,0.8,0.53,"diff noise1, min drift = -1",n2_cong,0.309233
4,0.8,0.53,"diff noise1, min drift = -1",n2_incong,0.614558
4,0.8,0.53,"diff noise1, min drift = -1",s2_cong,2.643095
4,0.8,0.53,"diff noise1, min drift = -1",s2_incong,2.543218
4,0.8,0.53,"diff noise1, min drift = -1",B,4.134664
4,0.8,0.54,"diff noise1, min drift = -1",n1_cong,1.434023
4,0.8,0.54,"diff noise1, min drift = -1",n1_incong,1.777708
4,0.8,0.54,"diff noise1, min drift = -1",s1_cong,1.340455
4,0.8,0.54,"diff noise1, min drift = -1",s1_incong,1.234827
4,0.8,0.54,"diff noise1, min drift = -1",n2_cong,-0.012261
4,0.8,0.54,"diff noise1, min drift = -1",n2_incong,0.399254
4,0.8,0.54,"diff noise1, min drift = -1",s2_cong,2.734217
4,0.8,0.54,"diff noise1, min drift = -1",s2_incong,2.662477
4,0.8,0.54,"diff noise1, min drift = -1",B,3.826257
4,0.8,0.52,"diff noise1, min drift = -1",n1_cong,2.409772
4,0.8,0.52,"diff noise1, min drift = -1",n1_incong,2.44708
4,0.8,0.52,"diff noise1, min drift = -1",s1_cong,2.653477
4,0.8,0.52,"diff noise1, min drift = -1",s1_incong,3.140644
4,0.8,0.52,"diff noise1, min drift = -1",n2_cong,1.381344
4,0.8,0.52,"diff noise1, min drift = -1",n2_incong,1.131911
4,0.8,0.52,"diff noise1, min drift = -1",s2_cong,2.882818
4,0.8,0.52,"diff noise1, min drift = -1",s2_incong,2.925472
4,0.8,0.52,"diff noise1, min drift = -1",B,7.644
4,0.8,0.61,"diff noise1, min drift = -1",n1_cong,0.58605
4,0.8,0.61,"diff noise1, min drift = -1",n1_incong,0.422919
4,0.8,0.61,"diff noise1, min drift = -1",s1_cong,2.471911
4,0.8,0.61,"diff noise1, min drift = -1",s1_incong,-1.0
4,0.8,0.61,"diff noise1, min drift = -1",n2_cong,-0.050783
4,0.8,0.61,"diff noise1, min drift = -1",n2_incong,0.244283
4,0.8,0.61,"diff noise1, min drift = -1",s2_cong,3.538163
4,0.8,0.61,"diff noise1, min drift = -1",s2_incong,-1.0
4,0.8,0.61,"diff noise1, min drift = -1",B,1.53405
5,0.5,0.56,"diff noise1, min drift = -1",n1_neut,0.012188
5,0.5,0.56,"diff noise1, min drift = -1",s1_neut,0.852945
5,0.5,0.56,"diff noise1, min drift = -1",n2_neut,-0.191201
5,0.5,0.56,"diff noise1, min drift = -1",s2_neut,2.098397
5,0.5,0.56,"diff noise1, min drift = -1",B,2.040456
5,0.5,0.53,"diff noise1, min drift = -1",n1_neut,-0.267024
5,0.5,0.53,"diff noise1, min drift = -1",s1_neut,0.605693
5,0.5,0.53,"diff noise1, min drift = -1",n2_neut,-0.259123
5,0.5,0.53,"diff noise1, min drift = -1",s2_neut,3.022706
5,0.5,0.53,"diff noise1, min drift = -1",B,3.156948
5,0.5,0.54,"diff noise1, min drift = -1",n1_neut,-0.090172
5,0.5,0.54,"diff noise1, min drift = -1",s1_neut,0.811054
5,0.5,0.54,"diff noise1, min drift = -1",n2_neut,-0.282242
5,0.5,0.54,"diff noise1, min drift = -1",s2_neut,2.577798
5,0.5,0.54,"diff noise1, min drift = -1",B,2.570006
5,0.5,0.515,"diff noise1, min drift = -1",n1_neut,1.48457
5,0.5,0.515,"diff noise1, min drift = -1",s1_neut,-1.0
5,0.5,0.515,"diff noise1, min drift = -1",n2_neut,-1.0
5,0.5,0.515,"diff noise1, min drift = -1",s2_neut,4.575222
5,0.5,0.515,"diff noise1, min drift = -1",B,4.782938
5,0.5,0.52,"diff noise1, min drift = -1",n1_neut,5.921555
5,0.5,0.52,"diff noise1, min drift = -1",s1_neut,2.190153
5,0.5,0.52,"diff noise1, min drift = -1",n2_neut,3.367378
5,0.5,0.52,"diff noise1, min drift = -1",s2_neut,4.123315
5,0.5,0.52,"diff noise1, min drift = -1",B,14.792186
5,0.5,0.61,"diff noise1, min drift = -1",n1_neut,0.068031
5,0.5,0.61,"diff noise1, min drift = -1",s1_neut,1.55514
5,0.5,0.61,"diff noise1, min drift = -1",n2_neut,-0.167103
5,0.5,0.61,"diff noise1, min drift = -1",s2_neut,2.372957
5,0.5,0.61,"diff noise1, min drift = -1",B,1.399913
5,0.65,0.56,"diff noise1, min drift = -1",n1_cong,0.212119
5,0.65,0.56,"diff noise1, min drift = -1",n1_incong,0.450592
5,0.65,0.56,"diff noise1, min drift = -1",s1_cong,1.347272
5,0.65,0.56,"diff noise1, min drift = -1",s1_incong,-0.372965
5,0.65,0.56,"diff noise1, min drift = -1",n2_cong,0.056331
5,0.65,0.56,"diff noise1, min drift = -1",n2_incong,0.619905
5,0.65,0.56,"diff noise1, min drift = -1",s2_cong,2.346523
5,0.65,0.56,"diff noise1, min drift = -1",s2_incong,-0.97445
5,0.65,0.56,"diff noise1, min drift = -1",B,2.016586
5,0.65,0.53,"diff noise1, min drift = -1",n1_cong,1.645716
5,0.65,0.53,"diff noise1, min drift = -1",n1_incong,1.662744
5,0.65,0.53,"diff noise1, min drift = -1",s1_cong,1.881384
5,0.65,0.53,"diff noise1, min drift = -1",s1_incong,2.128937
5,0.65,0.53,"diff noise1, min drift = -1",n2_cong,0.320337
5,0.65,0.53,"diff noise1, min drift = -1",n2_incong,0.732692
5,0.65,0.53,"diff noise1, min drift = -1",s2_cong,2.842847
5,0.65,0.53,"diff noise1, min drift = -1",s2_incong,2.805874
5,0.65,0.53,"diff noise1, min drift = -1",B,5.385862
5,0.65,0.54,"diff noise1, min drift = -1",n1_cong,0.207124
5,0.65,0.54,"diff noise1, min drift = -1",n1_incong,0.476605
5,0.65,0.54,"diff noise1, min drift = -1",s1_cong,1.304341
5,0.65,0.54,"diff noise1, min drift = -1",s1_incong,0.927391
5,0.65,0.54,"diff noise1, min drift = -1",n2_cong,0.078024
5,0.65,0.54,"diff noise1, min drift = -1",n2_incong,0.265304
5,0.65,0.54,"diff noise1, min drift = -1",s2_cong,2.567457
5,0.65,0.54,"diff noise1, min drift = -1",s2_incong,2.75351
5,0.65,0.54,"diff noise1, min drift = -1",B,2.744273
5,0.65,0.515,"diff noise1, min drift = -1",n1_cong,1.505139
5,0.65,0.515,"diff noise1, min drift = -1",n1_incong,5.301386
5,0.65,0.515,"diff noise1, min drift = -1",s1_cong,2.279561
5,0.65,0.515,"diff noise1, min drift = -1",s1_incong,4.472259
5,0.65,0.515,"diff noise1, min drift = -1",n2_cong,3.997829
5,0.65,0.515,"diff noise1, min drift = -1",n2_incong,3.059481
5,0.65,0.515,"diff noise1, min drift = -1",s2_cong,6.122943
5,0.65,0.515,"diff noise1, min drift = -1",s2_incong,3.750552
5,0.65,0.515,"diff noise1, min drift = -1",B,13.925583
5,0.65,0.52,"diff noise1, min drift = -1",n1_cong,3.419023
5,0.65,0.52,"diff noise1, min drift = -1",n1_incong,5.337153
5,0.65,0.52,"diff noise1, min drift = -1",s1_cong,4.507067
5,0.65,0.52,"diff noise1, min drift = -1",s1_incong,1.195136
5,0.65,0.52,"diff noise1, min drift = -1",n2_cong,3.36346
5,0.65,0.52,"diff noise1, min drift = -1",n2_incong,3.451122
5,0.65,0.52,"diff noise1, min drift = -1",s2_cong,3.772882
5,0.65,0.52,"diff noise1, min drift = -1",s2_incong,3.963405
5,0.65,0.52,"diff noise1, min drift = -1",B,13.192195
5,0.65,0.61,"diff noise1, min drift = -1",n1_cong,0.413448
5,0.65,0.61,"diff noise1, min drift = -1",n1_incong,0.337967
5,0.65,0.61,"diff noise1, min drift = -1",s1_cong,2.087179
5,0.65,0.61,"diff noise1, min drift = -1",s1_incong,-1.0
5,0.65,0.61,"diff noise1, min drift = -1",n2_cong,0.029351
5,0.65,0.61,"diff noise1, min drift = -1",n2_incong,0.207453
5,0.65,0.61,"diff noise1, min drift = -1",s2_cong,2.766719
5,0.65,0.61,"diff noise1, min drift = -1",s2_incong,-1.0
5,0.65,0.61,"diff noise1, min drift = -1",B,1.35789
5,0.8,0.56,"diff noise1, min drift = -1",n1_cong,0.59886
5,0.8,0.56,"diff noise1, min drift = -1",n1_incong,0.679533
5,0.8,0.56,"diff noise1, min drift = -1",s1_cong,1.753468
5,0.8,0.56,"diff noise1, min drift = -1",s1_incong,0.435832
5,0.8,0.56,"diff noise1, min drift = -1",n2_cong,0.136415
5,0.8,0.56,"diff noise1, min drift = -1",n2_incong,0.392196
5,0.8,0.56,"diff noise1, min drift = -1",s2_cong,2.39123
5,0.8,0.56,"diff noise1, min drift = -1",s2_incong,-0.201042
5,0.8,0.56,"diff noise1, min drift = -1",B,2.116404
5,0.8,0.53,"diff noise1, min drift = -1",n1_cong,1.003873
5,0.8,0.53,"diff noise1, min drift = -1",n1_incong,1.204256
5,0.8,0.53,"diff noise1, min drift = -1",s1_cong,1.337679
5,0.8,0.53,"diff noise1, min drift = -1",s1_incong,1.373181
5,0.8,0.53,"diff noise1, min drift = -1",n2_cong,0.539932
5,0.8,0.53,"diff noise1, min drift = -1",n2_incong,0.941427
5,0.8,0.53,"diff noise1, min drift = -1",s2_cong,2.540304
5,0.8,0.53,"diff noise1, min drift = -1",s2_incong,2.291892
5,0.8,0.53,"diff noise1, min drift = -1",B,3.936929
5,0.8,0.54,"diff noise1, min drift = -1",n1_cong,1.861876
5,0.8,0.54,"diff noise1, min drift = -1",n1_incong,2.045632
5,0.8,0.54,"diff noise1, min drift = -1",s1_cong,1.410191
5,0.8,0.54,"diff noise1, min drift = -1",s1_incong,1.118984
5,0.8,0.54,"diff noise1, min drift = -1",n2_cong,0.256386
5,0.8,0.54,"diff noise1, min drift = -1",n2_incong,0.715262
5,0.8,0.54,"diff noise1, min drift = -1",s2_cong,2.605993
5,0.8,0.54,"diff noise1, min drift = -1",s2_incong,2.61716
5,0.8,0.54,"diff noise1, min drift = -1",B,4.02105
5,0.8,0.515,"diff noise1, min drift = -1",n1_cong,3.637368
5,0.8,0.515,"diff noise1, min drift = -1",n1_incong,3.692372
5,0.8,0.515,"diff noise1, min drift = -1",s1_cong,2.80618
5,0.8,0.515,"diff noise1, min drift = -1",s1_incong,1.119513
5,0.8,0.515,"diff noise1, min drift = -1",n2_cong,3.340944
5,0.8,0.515,"diff noise1, min drift = -1",n2_incong,4.439691
5,0.8,0.515,"diff noise1, min drift = -1",s2_cong,3.707851
5,0.8,0.515,"diff noise1, min drift = -1",s2_incong,3.783453
5,0.8,0.515,"diff noise1, min drift = -1",B,12.027488
5,0.8,0.52,"diff noise1, min drift = -1",n1_cong,2.881169
5,0.8,0.52,"diff noise1, min drift = -1",n1_incong,3.280549
5,0.8,0.52,"diff noise1, min drift = -1",s1_cong,2.671898
5,0.8,0.52,"diff noise1, min drift = -1",s1_incong,1.121881
5,0.8,0.52,"diff noise1, min drift = -1",n2_cong,1.484236
5,0.8,0.52,"diff noise1, min drift = -1",n2_incong,2.481372
5,0.8,0.52,"diff noise1, min drift = -1",s2_cong,3.055058
5,0.8,0.52,"diff noise1, min drift = -1",s2_incong,2.889051
5,0.8,0.52,"diff noise1, min drift = -1",B,8.282315
5,0.8,0.61,"diff noise1, min drift = -1",n1_cong,0.864728
5,0.8,0.61,"diff noise1, min drift = -1",n1_incong,0.776362
5,0.8,0.61,"diff noise1, min drift = -1",s1_cong,2.764281
5,0.8,0.61,"diff noise1, min drift = -1",s1_incong,-0.832712
5,0.8,0.61,"diff noise1, min drift = -1",n2_cong,0.088006
5,0.8,0.61,"diff noise1, min drift = -1",n2_incong,0.563028
5,0.8,0.61,"diff noise1, min drift = -1",s2_cong,3.641658
5,0.8,0.61,"diff noise1, min drift = -1",s2_incong,-1.0
5,0.8,0.61,"diff noise1, min drift = -1",B,1.459996
