subID,cue,coherence,model,parameter,fitted_value
5,0.8,0.515,,s1_cong,1.298246
5,0.8,0.515,,s1_incong,0.472528
5,0.8,0.515,,n2_cong,-1.0
5,0.8,0.515,,n2_incong,-0.362616
5,0.8,0.515,,s2_cong,3.442608
5,0.8,0.515,,s2_incong,3.979542
5,0.8,0.515,,B,4.444604
5,0.8,0.56,,n1_cong,0.989981
5,0.8,0.56,,n1_incong,0.971576
5,0.8,0.56,,s1_cong,1.347622
5,0.8,0.56,,s1_incong,-0.577017
5,0.8,0.56,,n2_cong,-0.309444
5,0.8,0.56,,n2_incong,-0.174588
5,0.8,0.56,,s2_cong,2.072242
5,0.8,0.56,,s2_incong,-1.0
5,0.8,0.56,,B,1.426634
5,0.8,0.53,,n1_cong,0.749737
5,0.8,0.53,,n1_incong,0.913491
5,0.8,0.53,,s1_cong,1.157157
5,0.8,0.53,,s1_incong,0.374594
5,0.8,0.53,,n2_cong,-0.574531
5,0.8,0.53,,n2_incong,-0.27539
5,0.8,0.53,,s2_cong,2.41673
5,0.8,0.53,,s2_incong,-0.68414
5,0.8,0.53,,B,2.155752
5,0.8,0.54,,n1_cong,0.869133
5,0.8,0.54,,n1_incong,0.85927
5,0.8,0.54,,s1_cong,1.254705
5,0.8,0.54,,s1_incong,0.048508
5,0.8,0.54,,n2_cong,-0.514758
5,0.8,0.54,,n2_incong,-0.27806
5,0.8,0.54,,s2_cong,2.132762
5,0.8,0.54,,s2_incong,-1.0
5,0.8,0.54,,B,1.802126
5,0.8,0.52,,n1_cong,2.37227
5,0.8,0.52,,n1_incong,2.842234
5,0.8,0.52,,s1_cong,1.3104
5,0.8,0.52,,s1_incong,1.43108
5,0.8,0.52,,n2_cong,-0.852563
5,0.8,0.52,,n2_incong,-0.935219
5,0.8,0.52,,s2_cong,3.096061
5,0.8,0.52,,s2_incong,3.215888
5,0.8,0.52,,B,4.545356
5,0.8,0.61,,n1_cong,1.305526
5,0.8,0.61,,n1_incong,1.220528
5,0.8,0.61,,s1_cong,2.484944
5,0.8,0.61,,s1_incong,-1.0
5,0.8,0.61,,n2_cong,-0.355445
5,0.8,0.61,,n2_incong,0.234341
5,0.8,0.61,,s2_cong,7.550652
5,0.8,0.61,,s2_incong,-1.0
5,0.8,0.61,,B,1.005803
